MonthYear,Country,StoreID,City,Dept_ID,Dept. Name,HoursOwn,Sales units,Turnover,Opening hours,class1,class2,class3
11.2016,Denmark,87703.0,Aalborg (I),18.0,all,47708.52,3953585.0,12273414.0,Type A,good,1,1
11.2016,Denmark,19000.0,Aalborg (II),1.0,Dry,3688.284,479545.0,1890192.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),2.0,Frozen,3052.59,147865.0,809661.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),3.0,other,47.205,701105.0,1203336.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),4.0,Fish,1765.467,498765.0,884127.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),5.0,Fruits & Vegetables,2690.685,300170.0,631326.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),6.0,Meat,10234.044,2770890.0,11437797.0,Type A,good,1,1
11.2016,Denmark,19000.0,Aalborg (II),13.0,Food,21478.275,4898340.0,16856439.0,Type A,good,1,1
11.2016,Denmark,19000.0,Aalborg (II),7.0,Clothing,4471.887,246550.0,1888428.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),8.0,Household,2102.196,87440.0,480396.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),9.0,Hardware,1595.529,41060.0,302802.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),14.0,Non Food,8169.612,375050.0,2671626.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),15.0,Admin,4418.388,105.0,0.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),12.0,Checkout,9790.317,5273390.0,19528065.0,Type A,good,1,1
11.2016,Denmark,19000.0,Aalborg (II),16.0,Customer Services,3398.76,105.0,0.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),11.0,Delivery,0,3850.0,41532.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),17.0,others,1604.97,105.0,0.0,Type A,bad,0,0
11.2016,Denmark,19000.0,Aalborg (II),18.0,all,48860.322,5273390.0,19528065.0,Type A,good,1,1
11.2016,Spain,88994.0,Madrid (I),1.0,Dry,3716.607,553850.0,2287212.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),2.0,Frozen,2489.277,149410.0,894648.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),3.0,other,47.205,706270.0,1094106.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),4.0,Fish,1759.173,436215.0,86016.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),5.0,Fruits & Vegetables,1598.676,256315.0,526707.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),6.0,Meat,9425.265,2444035.0,7829625.0,Type A,good,1,1
11.2016,Spain,88994.0,Madrid (I),13.0,Food,19036.203,4546095.0,13498314.0,Type A,good,1,1
11.2016,Spain,88994.0,Madrid (I),7.0,Clothing,5614.248,259060.0,1925853.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),8.0,Household,1356.357,128310.0,730365.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),9.0,Hardware,2630.892,71285.0,616785.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),14.0,Non Food,9601.497,458655.0,3273003.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),15.0,Admin,4172.922,110.0,0.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),12.0,Checkout,6511.143,5004750.0,16771317.0,Type A,good,1,1
11.2016,Spain,88994.0,Madrid (I),16.0,Customer Services,2268.987,110.0,0.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),11.0,Delivery,0,0.0,0.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),17.0,others,2039.256,110.0,0.0,Type A,bad,0,0
11.2016,Spain,88994.0,Madrid (I),18.0,all,43630.008,5004750.0,16771317.0,Type A,good,1,1
11.2016,Spain,20166.0,Madrid (II),1.0,Dry,3449.112,557495.0,2029674.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),2.0,Frozen,2457.807,109605.0,628716.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),3.0,other,47.205,625245.0,934617.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),4.0,Fish,1746.585,389355.0,731298.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),5.0,Fruits & Vegetables,1992.051,243510.0,507546.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),6.0,Meat,10010.607,2862850.0,11379561.0,Type A,good,1,1
11.2016,Spain,20166.0,Madrid (II),13.0,Food,19703.367,4788060.0,16211412.0,Type A,good,1,1
11.2016,Spain,20166.0,Madrid (II),7.0,Clothing,8393.049,234820.0,2645133.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),8.0,Household,62.94,124670.0,697377.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),9.0,Hardware,2171.43,77995.0,683283.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),14.0,Non Food,10627.419,437485.0,4025793.0,Type A,good,1,0
11.2016,Spain,20166.0,Madrid (II),15.0,Admin,5003.73,115.0,0.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),12.0,Checkout,7836.03,5225545.0,20237205.0,Type A,good,1,1
11.2016,Spain,20166.0,Madrid (II),16.0,Customer Services,3958.926,115.0,0.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),11.0,Delivery,3949.485,657745.0,1618275.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),17.0,others,2058.138,115.0,0.0,Type A,bad,0,0
11.2016,Spain,20166.0,Madrid (II),18.0,all,53137.095,5225545.0,20237205.0,Type A,good,1,1
11.2016,Spain,16927.0,Barcelona (I),1.0,Dry,3678.843,513700.0,1911384.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),2.0,Frozen,2127.372,101940.0,519651.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),3.0,other,47.205,593530.0,942054.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),4.0,Fish,1724.556,447545.0,782916.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),5.0,Fruits & Vegetables,1988.904,261750.0,442029.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),6.0,Meat,9198.681,2641215.0,8613465.0,Type A,good,1,1
11.2016,Spain,16927.0,Barcelona (I),13.0,Food,18765.561,4559680.0,13211499.0,Type A,good,1,1
11.2016,Spain,16927.0,Barcelona (I),7.0,Clothing,5623.689,246670.0,2052618.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),8.0,Household,2152.548,129050.0,567036.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),9.0,Hardware,1929.111,60985.0,466965.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),14.0,Non Food,9705.348,436705.0,3086619.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),15.0,Admin,4040.748,120.0,0.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),12.0,Checkout,7845.471,4996385.0,16298118.0,Type A,good,1,1
11.2016,Spain,16927.0,Barcelona (I),16.0,Customer Services,3568.698,120.0,0.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),11.0,Delivery,780.456,0.0,0.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),17.0,others,31.47,120.0,0.0,Type A,bad,0,0
11.2016,Spain,16927.0,Barcelona (I),18.0,all,44737.752,4996385.0,16298118.0,Type A,good,1,1
11.2016,Spain,96493.0,Barcelona (II),1.0,Dry,4711.059,902265.0,3747063.0,Type A,good,1,0
11.2016,Spain,96493.0,Barcelona (II),2.0,Frozen,2986.503,181615.0,1056552.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),3.0,other,47.205,970405.0,1673061.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),4.0,Fish,3848.781,686215.0,1306980.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),5.0,Fruits & Vegetables,4906.173,359095.0,779817.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),6.0,Meat,13330.692,3224515.0,9258165.0,Type A,good,1,1
11.2016,Spain,96493.0,Barcelona (II),13.0,Food,29830.413,6324110.0,17821638.0,Type A,good,1,1
11.2016,Spain,96493.0,Barcelona (II),7.0,Clothing,6029.652,399165.0,3139239.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),8.0,Household,2149.401,158120.0,883275.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),9.0,Hardware,3515.199,90530.0,85920.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),14.0,Non Food,11694.252,647815.0,4881774.0,Type A,good,1,0
11.2016,Spain,96493.0,Barcelona (II),15.0,Admin,5636.277,125.0,0.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),12.0,Checkout,9271.062,6971925.0,22703412.0,Type A,good,1,1
11.2016,Spain,96493.0,Barcelona (II),16.0,Customer Services,4824.351,125.0,0.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),11.0,Delivery,4443.564,443895.0,1814274.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),17.0,others,3779.547,125.0,0.0,Type A,bad,0,0
11.2016,Spain,96493.0,Barcelona (II),18.0,all,69479.466,6971925.0,22703412.0,Type A,good,1,1
11.2016,Spain,88750.0,Bilbao,1.0,Dry,4361.742,961965.0,3922926.0,Type A,good,1,0
11.2016,Spain,88750.0,Bilbao,2.0,Frozen,2788.242,143285.0,965565.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,3.0,other,47.205,1400680.0,216900.0,Type A,bad,0,1
11.2016,Spain,88750.0,Bilbao,4.0,Fish,2511.306,500565.0,968727.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,5.0,Fruits & Vegetables,4969.113,413580.0,964083.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,6.0,Meat,12219.801,2439125.0,7808415.0,Type A,good,1,1
11.2016,Spain,88750.0,Bilbao,13.0,Food,26897.409,5859200.0,16798776.0,Type A,good,1,1
11.2016,Spain,88750.0,Bilbao,7.0,Clothing,7600.005,349215.0,2708940.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,8.0,Household,2530.188,124760.0,634821.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,9.0,Hardware,3112.383,70750.0,664824.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,14.0,Non Food,13242.576,544725.0,4008585.0,Type A,good,1,0
11.2016,Spain,88750.0,Bilbao,15.0,Admin,6045.387,130.0,0.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,12.0,Checkout,8559.84,6403925.0,20807361.0,Type A,good,1,1
11.2016,Spain,88750.0,Bilbao,16.0,Customer Services,4229.568,130.0,0.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,11.0,Delivery,0,0.0,0.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,17.0,others,2684.391,130.0,0.0,Type A,bad,0,0
11.2016,Spain,88750.0,Bilbao,18.0,all,61659.171,6403925.0,20807361.0,Type A,good,1,1
11.2016,Italy,78450.0,Rome (I),1.0,Dry,4047.042,607800.0,2457438.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),2.0,Frozen,2467.248,120160.0,715296.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),3.0,other,47.205,577055.0,992883.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),4.0,Fish,1671.057,369925.0,786783.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),5.0,Fruits & Vegetables,2848.035,232985.0,527772.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),6.0,Meat,6844.725,1859760.0,6218649.0,Type B,good,1,1
11.2016,Italy,78450.0,Rome (I),13.0,Food,17925.312,3767685.0,11698821.0,Type B,good,1,1
11.2016,Italy,78450.0,Rome (I),7.0,Clothing,5573.337,276005.0,2396532.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),8.0,Household,3310.644,100180.0,578298.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),9.0,Hardware,2256.399,58655.0,509193.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),14.0,Non Food,11140.38,434840.0,3484023.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),15.0,Admin,4553.709,135.0,0.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),12.0,Checkout,5985.594,4202525.0,15182844.0,Type B,good,1,1
11.2016,Italy,78450.0,Rome (I),16.0,Customer Services,3181.617,135.0,0.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),11.0,Delivery,4327.125,406515.0,1448283.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),17.0,others,2215.488,135.0,0.0,Type B,bad,0,0
11.2016,Italy,78450.0,Rome (I),18.0,all,49329.225,4202525.0,15182844.0,Type B,good,1,1
11.2016,Italy,94153.0,Rome (II),1.0,Dry,3971.514,808890.0,2989305.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),2.0,Frozen,2929.857,170015.0,103044.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),3.0,other,47.205,776780.0,1561341.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),4.0,Fish,2438.925,575125.0,1071735.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),5.0,Fruits & Vegetables,4745.676,353145.0,788025.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),6.0,Meat,13299.222,2629655.0,8912811.0,Type B,good,1,1
11.2016,Italy,94153.0,Rome (II),13.0,Food,27432.399,5313610.0,16359261.0,Type B,good,1,1
11.2016,Italy,94153.0,Rome (II),7.0,Clothing,6253.089,383675.0,3156723.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),8.0,Household,2331.927,137330.0,727590.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),9.0,Hardware,3801.576,80730.0,692352.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),14.0,Non Food,12386.592,601735.0,4576665.0,Type B,good,1,0
11.2016,Italy,94153.0,Rome (II),15.0,Admin,5866.008,140.0,0.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),12.0,Checkout,9673.878,5915345.0,20935926.0,Type B,good,1,1
11.2016,Italy,94153.0,Rome (II),16.0,Customer Services,4251.597,140.0,0.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),11.0,Delivery,5488.368,446645.0,1763520.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),17.0,others,2700.126,140.0,0.0,Type B,bad,0,0
11.2016,Italy,94153.0,Rome (II),18.0,all,67798.968,5915345.0,20935926.0,Type B,good,1,1
11.2016,Italy,64983.0,Milano,1.0,Dry,3376.731,667740.0,2824668.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,2.0,Frozen,3895.986,180395.0,1051632.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,3.0,other,47.205,720645.0,1184034.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,4.0,Fish,2256.399,501580.0,948120.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,5.0,Fruits & Vegetables,2199.753,252145.0,5049.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,6.0,Meat,14023.032,2424330.0,7141089.0,Type C,good,1,1
11.2016,Italy,64983.0,Milano,13.0,Food,25799.106,4746835.0,13754592.0,Type C,good,1,1
11.2016,Italy,64983.0,Milano,7.0,Clothing,6130.356,331610.0,2643357.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,8.0,Household,2778.801,113880.0,622500.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,9.0,Hardware,2926.71,74765.0,671574.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,14.0,Non Food,11835.867,520255.0,3937431.0,Type C,good,1,0
11.2016,Italy,64983.0,Milano,15.0,Admin,4604.061,145.0,0.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,12.0,Checkout,8937.48,5267090.0,17692023.0,Type C,good,1,1
11.2016,Italy,64983.0,Milano,16.0,Customer Services,3999.837,145.0,0.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,11.0,Delivery,6344.352,505660.0,1821279.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,17.0,others,2929.857,145.0,0.0,Type C,bad,0,0
11.2016,Italy,64983.0,Milano,18.0,all,64450.56,5267090.0,17692023.0,Type C,good,1,1
11.2016,Italy,77348.0,Bologna,1.0,Dry,4720.5,799730.0,2830002.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,2.0,Frozen,2139.96,117005.0,736245.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,3.0,other,47.205,843645.0,1546308.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,4.0,Fish,2010.933,571015.0,1026618.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,5.0,Fruits & Vegetables,4122.57,285875.0,626430.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,6.0,Meat,13091.52,2887125.0,7306167.0,Type B,good,1,1
11.2016,Italy,77348.0,Bologna,13.0,Food,26132.688,5504395.0,14071770.0,Type B,good,1,1
11.2016,Italy,77348.0,Bologna,7.0,Clothing,6976.899,381405.0,3314874.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,8.0,Household,2709.567,161485.0,838446.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,9.0,Hardware,2605.716,130330.0,1072671.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,14.0,Non Food,12292.182,673220.0,5225991.0,Type B,good,1,0
11.2016,Italy,77348.0,Bologna,15.0,Admin,7118.514,150.0,0.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,12.0,Checkout,10614.831,6177615.0,19297761.0,Type B,good,1,1
11.2016,Italy,77348.0,Bologna,16.0,Customer Services,4374.33,150.0,0.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,11.0,Delivery,6385.263,670260.0,2046231.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,17.0,others,4368.036,150.0,0.0,Type B,bad,0,0
11.2016,Italy,77348.0,Bologna,18.0,all,71285.844,6177615.0,19297761.0,Type B,good,1,1
11.2016,Italy,78325.0,Napoli,1.0,Dry,2841.741,677260.0,2803566.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,2.0,Frozen,2542.776,152530.0,990564.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,3.0,other,47.205,713015.0,1252644.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,4.0,Fish,2032.962,516185.0,978168.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,5.0,Fruits & Vegetables,4169.775,310540.0,683112.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,6.0,Meat,9979.137,2298330.0,8438811.0,Type A,good,1,1
11.2016,Italy,78325.0,Napoli,13.0,Food,21613.596,4667860.0,15146865.0,Type A,good,1,1
11.2016,Italy,78325.0,Napoli,7.0,Clothing,5154.786,281350.0,2253285.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,8.0,Household,3449.112,124110.0,663807.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,9.0,Hardware,2366.544,54570.0,510771.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,14.0,Non Food,10970.442,460030.0,3427863.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,15.0,Admin,5560.749,155.0,0.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,12.0,Checkout,10334.748,5127890.0,18574728.0,Type A,good,1,1
11.2016,Italy,78325.0,Napoli,16.0,Customer Services,6083.151,155.0,0.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,11.0,Delivery,0,0.0,0.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,17.0,others,2073.873,155.0,0.0,Type A,bad,0,0
11.2016,Italy,78325.0,Napoli,18.0,all,56636.559,5127890.0,18574728.0,Type A,good,1,1
11.2016,Germany,83160.0,Berlin (I),1.0,Dry,2004.639,715900.0,2599821.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),2.0,Frozen,3231.969,191110.0,1314915.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),3.0,other,47.205,872115.0,1209750.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),4.0,Fish,3099.795,536695.0,887280.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),5.0,Fruits & Vegetables,3345.261,399685.0,812256.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),6.0,Meat,14951.397,3637800.0,940200.0,Type A,bad,0,1
11.2016,Germany,83160.0,Berlin (I),13.0,Food,26680.266,6353305.0,16284222.0,Type A,good,1,1
11.2016,Germany,83160.0,Berlin (I),7.0,Clothing,6445.056,448305.0,3907956.0,Type A,good,1,0
11.2016,Germany,83160.0,Berlin (I),8.0,Household,3354.702,185355.0,994014.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),9.0,Hardware,2206.047,69360.0,611856.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),14.0,Non Food,12005.805,703020.0,5513826.0,Type A,good,1,0
11.2016,Germany,83160.0,Berlin (I),15.0,Admin,6017.064,160.0,0.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),12.0,Checkout,6111.474,7056325.0,21798048.0,Type A,good,1,1
11.2016,Germany,83160.0,Berlin (I),16.0,Customer Services,3238.263,160.0,0.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),11.0,Delivery,0,70.0,822.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),17.0,others,2416.896,160.0,0.0,Type A,bad,0,0
11.2016,Germany,83160.0,Berlin (I),18.0,all,56469.768,7056325.0,21798048.0,Type A,good,1,1
11.2016,Germany,12227.0,Berlin (II),1.0,Dry,4459.299,739855.0,2776920.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),2.0,Frozen,2807.124,170695.0,1167990.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),3.0,other,47.205,896330.0,1359831.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),4.0,Fish,2892.093,562030.0,1008288.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),5.0,Fruits & Vegetables,5560.749,366120.0,753555.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),6.0,Meat,11297.73,2938210.0,9019590.0,Type A,good,1,1
11.2016,Germany,12227.0,Berlin (II),13.0,Food,27064.2,5673240.0,1086174.0,Type A,bad,0,1
11.2016,Germany,12227.0,Berlin (II),7.0,Clothing,8575.575,334980.0,3084921.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),8.0,Household,2741.037,160410.0,796308.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),9.0,Hardware,1916.523,63750.0,587148.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),14.0,Non Food,13233.135,559140.0,4468377.0,Type A,good,1,0
11.2016,Germany,12227.0,Berlin (II),15.0,Admin,4031.307,165.0,0.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),12.0,Checkout,9035.037,6232380.0,20554551.0,Type A,good,1,1
11.2016,Germany,12227.0,Berlin (II),16.0,Customer Services,3710.313,165.0,0.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),11.0,Delivery,0,395.0,846.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),17.0,others,2045.55,165.0,0.0,Type A,bad,0,0
11.2016,Germany,12227.0,Berlin (II),18.0,all,59119.542,6232380.0,20554551.0,Type A,good,1,1
11.2016,Germany,94882.0,Munich,1.0,Dry,4393.212,935635.0,2926434.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,2.0,Frozen,2250.105,163825.0,995880.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,3.0,other,47.205,752660.0,1097562.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,4.0,Fish,3165.882,502370.0,993132.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,5.0,Fruits & Vegetables,3508.905,317185.0,681276.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,6.0,Meat,13909.74,2988220.0,9161922.0,Type B,good,1,1
11.2016,Germany,94882.0,Munich,13.0,Food,27275.049,5659895.0,15856206.0,Type B,good,1,1
11.2016,Germany,94882.0,Munich,7.0,Clothing,8216.817,386610.0,3442965.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,8.0,Household,3867.663,181450.0,904296.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,9.0,Hardware,2800.83,99050.0,875667.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,14.0,Non Food,14885.31,667110.0,5222928.0,Type B,good,1,0
11.2016,Germany,94882.0,Munich,15.0,Admin,5415.987,170.0,0.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,12.0,Checkout,9321.414,6327005.0,21079134.0,Type B,good,1,1
11.2016,Germany,94882.0,Munich,16.0,Customer Services,4443.564,170.0,0.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,11.0,Delivery,5689.776,729340.0,2554989.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,17.0,others,2599.422,170.0,0.0,Type B,bad,0,0
11.2016,Germany,94882.0,Munich,18.0,all,69630.522,6327005.0,21079134.0,Type B,good,1,1
11.2016,Germany,34378.0,Hamburg,1.0,Dry,4506.504,838795.0,3206193.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,2.0,Frozen,3008.532,199255.0,1184985.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,3.0,other,47.205,1044360.0,1654851.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,4.0,Fish,3150.147,655705.0,1121553.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,5.0,Fruits & Vegetables,4553.709,400725.0,880431.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,6.0,Meat,18394.215,3134060.0,10972332.0,Type A,good,1,1
11.2016,Germany,34378.0,Hamburg,13.0,Food,33660.312,6272900.0,19020345.0,Type A,good,1,1
11.2016,Germany,34378.0,Hamburg,7.0,Clothing,5327.871,406515.0,3470694.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,8.0,Household,2281.575,189935.0,1007943.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,9.0,Hardware,3398.76,86720.0,685929.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,14.0,Non Food,11008.206,683170.0,5164566.0,Type A,good,1,0
11.2016,Germany,34378.0,Hamburg,15.0,Admin,5359.341,175.0,0.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,12.0,Checkout,11776.074,6956070.0,24184911.0,Type A,good,1,1
11.2016,Germany,34378.0,Hamburg,16.0,Customer Services,4701.618,175.0,0.0,Type A,bad,0,0
11.2016,Germany,34378.0,Hamburg,11.0,Delivery,0,10.0,6510.0,Type A,bad,0,0
